name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,03/31/1988,03/31/1987,03/31/1986
TotalLiabilitiesNetMinorityInterest,4254000000,4177000000,4163000000,4301000000,4207000000,4372000000,4133600000,3958800000,3368200000,3508000000,3307700000,3392400000,3495000000,3554000000,3614900000,3681900000,3667600000,3746600000,3709200000,3575800000,3430400000,3530200000,3595300000,3135800000,3297000000,2063500000,2120700000,2180467000,2210578000,2328067000,2387817000,2487599000,2564835000,2500073000,2530961000,2586587000,2632734000,2722854000,2816555000,2881757000,2968086000,2871247000,2943297000,1575410000,1454550000,1348039000,1318600000,1055857000,1104129000,1180974000,1164658000,1094357000,1081192000,1242678000,1074537000,1383681000,1394760000,1159167000,1161002000,989835000,956494000,907293000,1281078000,1316103000,1132495000,1165561000,1209409000,1204012000,1262012000,1353572000,1305223000,1278432000,1301355000,1323100000,1297443000,1324907000,1291050000,1249846000,1240549000,1235861000,1176593000,1188195000,623390000,595793000,534870000,341684000,357271000,367736000,376581000,388200000,424000000,445300000,457300000,478800000,455900000,449800000,358700000,346500000,349300000,346400000,363300000,297800000,311700000,318600000,323800000,278400000,276800000,298900000,217500000,175300000,217300000,232800000,242300000,268200000,378000000,381200000,55300000,55700000,56000000,41000000,36400000,26100000,40900000,47300000,48700000,56400000,57400000,5400000,10500000,11700000,12200000,12200000,3300000,3900000,6300000,6100000
"	CurrentLiabilities",1303000000,1186000000,1126000000,1251000000,1212000000,1317000000,1178200000,763000000,891500000,995500000,868900000,880800000,870600000,1013300000,1080100000,1117700000,895400000,954500000,848400000,753700000,747500000,771000000,770200000,722500000,854200000,476000000,933400000,612973000,661833000,653592000,734569000,896309000,967446000,796405000,777561000,890615000,826165000,927780000,940720000,748203000,794483000,724073000,512689000,430426000,362011000,360091000,351912000,322374000,327435000,444556000,603652000,590493000,343707000,359962000,338047000,325561000,297040000,312411000,322418000,291075000,264980000,311433000,763362000,716176000,778267000,741234000,363888000,373409000,393418000,404607000,315544000,304960000,322702000,337684000,407704000,379577000,370871000,365745000,374126000,360675000,333552000,358517000,209065000,183778000,185421000,168138000,180954000,180593000,176702000,176200000,188300000,197000000,196800000,194400000,199300000,200100000,169400000,169300000,160600000,149200000,158000000,143200000,130500000,126800000,120000000,123700000,100000000,112600000,116600000,96900000,106300000,106600000,103900000,113100000,140100000,138900000,38900000,37300000,39900000,25100000,20500000,11600000,14800000,16000000,21300000,13500000,14600000,4500000,4100000,4300000,4500000,4500000,2500000,2800000,2300000,2100000
"		PayablesAndAccruedExpenses",956000000,525000000,975000000,946000000,884000000,621000000,882100000,762700000,858500000,613700000,857200000,824500000,849900000,726900000,925300000,899600000,872800000,726700000,827000000,732100000,724800000,589700000,753800000,712700000,843300000,340700000,480200000,493269000,414202000,413964000,619316000,595015000,564301000,325980000,506613000,473550000,510727000,382902000,528880000,506402000,506446000,447372000,467116000,421926000,350558000,352337000,344622000,310447000,308489000,362382000,363286000,316587000,318090000,334167000,303894000,289456000,261297000,271726000,280991000,258574000,237536000,261147000,244152000,240510000,232003000,242163000,239960000,242649000,258134000,271341000,237548000,234817000,236393000,259022000,253308000,253982000,252061000,257408000,254704000,244734000,226456000,264261000,161234000,146283000,143663000,45764000,38015000,38956000,37203000,40500000,34800000,35700000,36200000,42700000,40100000,42600000,35900000,38900000,101300000,94800000,93600000,33700000,81100000,79100000,73300000,31800000,71500000,68200000,63400000,25500000,62600000,66500000,68800000,30200000,80300000,78900000,19100000,17500000,19700000,13800000,7900000,6100000,6700000,6600000,7300000,5200000,6000000,2700000,2300000,2200000,2300000,2200000,,,,
"			Payables",338000000,331000000,334000000,325000000,327000000,378000000,318000000,275800000,335600000,375000000,316200000,300100000,338800000,352200000,356800000,324300000,341100000,345900000,288700000,277000000,300500000,293600000,271000000,246600000,343100000,158700000,171100000,196989000,174162000,161559000,175800000,182166000,165420000,147235000,170868000,165402000,163330000,204481000,155875000,158496000,182601000,158171000,143975000,138310000,135586000,127592000,119998000,118244000,111599000,113213000,133021000,109157000,129432000,140507000,90782000,94413000,93642000,82321000,87154000,87031000,85031000,79951000,74620000,76665000,88408000,82317000,78829000,87847000,105005000,91576000,73953000,84719000,78276000,86338000,81312000,79512000,77059000,66625000,62122000,65292000,62593000,69904000,47515000,45063000,47332000,45764000,38015000,38956000,37203000,40500000,34800000,35700000,36200000,42700000,40100000,42600000,35900000,38900000,101300000,94800000,93600000,33700000,81100000,79100000,73300000,31800000,71500000,68200000,63400000,25500000,62600000,66500000,68800000,30200000,80300000,78900000,19100000,17500000,19700000,13800000,7900000,6100000,6700000,6600000,7300000,5200000,6000000,2700000,2300000,2200000,2300000,2200000,,,,
"				AccountsPayable",285000000,268000000,276000000,281000000,283000000,305000000,242800000,214100000,271100000,307900000,246300000,248100000,269000000,283900000,287800000,292400000,286800000,284400000,249000000,245600000,258400000,223000000,224000000,227100000,287400000,133600000,137500000,132966000,134090000,132611000,128233000,143562000,141591000,132789000,136945000,147455000,148715000,165290000,137669000,145850000,163419000,149117000,133200000,113870000,111943000,114479000,100663000,106864000,108118000,100847000,98125000,93420000,98313000,104329000,90782000,94413000,93642000,82321000,87154000,87031000,85031000,79951000,74620000,76665000,88408000,82317000,78829000,87847000,105005000,91576000,73953000,84719000,78276000,86338000,81312000,79512000,77059000,66625000,62122000,65292000,62593000,69904000,47515000,45063000,47332000,45764000,38015000,38956000,37203000,40500000,34800000,35700000,36200000,42700000,40100000,42600000,35900000,38900000,101300000,94800000,93600000,33700000,81100000,79100000,73300000,31800000,71500000,68200000,63400000,25500000,62600000,66500000,68800000,30200000,80300000,78900000,19100000,17500000,19700000,13800000,7900000,6100000,6700000,6600000,7300000,5200000,6000000,2700000,2300000,2200000,2300000,2200000,,,,
"				TotalTaxPayable",53000000,63000000,58000000,44000000,44000000,73000000,75200000,61700000,64500000,67100000,69900000,52000000,69800000,68300000,69000000,31900000,54300000,61500000,39700000,31400000,42100000,70600000,47000000,19500000,55700000,25100000,33600000,64023000,40072000,28948000,47567000,38604000,23829000,14446000,33923000,17947000,14615000,39191000,18206000,12646000,19182000,9054000,10775000,24440000,23643000,13113000,19335000,11380000,3481000,12366000,34896000,15737000,31119000,36178000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"					IncomeTaxPayable",53000000,57000000,58000000,44000000,44000000,60000000,75200000,61700000,64500000,56100000,69900000,52000000,69800000,58100000,69000000,31900000,54300000,54200000,39700000,31400000,42100000,64200000,47000000,19500000,55700000,20200000,33600000,64023000,40072000,28948000,47567000,38604000,23829000,14446000,33923000,17947000,14615000,39191000,18206000,12646000,19182000,9054000,10775000,24440000,23643000,13113000,19335000,11380000,3481000,12366000,34896000,15737000,31119000,36178000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"			CurrentAccruedExpenses",618000000,194000000,641000000,621000000,557000000,243000000,564100000,486900000,522900000,238700000,541000000,524400000,511100000,374700000,568500000,575300000,531700000,380800000,538300000,455100000,424300000,296100000,482800000,466100000,500200000,182000000,309100000,296280000,240040000,252405000,443516000,412849000,398881000,178745000,335745000,308148000,347397000,178421000,373005000,347906000,323845000,289201000,323141000,283616000,214972000,224745000,224624000,192203000,196890000,249169000,230265000,207430000,188658000,193660000,213112000,195043000,167655000,189405000,193837000,171543000,152505000,181196000,169532000,163845000,143595000,159846000,161131000,154802000,153129000,179765000,163595000,150098000,158117000,172684000,171996000,174470000,175002000,190783000,192582000,179442000,163863000,194357000,113719000,101220000,96331000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"				InterestPayable",,8000000,,,,13000000,,,,10800000,,,,11600000,,,,9400000,,,,8100000,,,,8900000,,,,11953000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		CurrentProvisions",,203000000,,,,134000000,,,,125000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		PensionandOtherPostRetirementBenefitPlansCurrent",,172000000,,,,142000000,,,,178800000,,,,161900000,,,,171400000,,,,143400000,,,,110000000,,,,113792000,,,,101274000,,,,96206000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		CurrentDebtAndCapitalLeaseObligation",347000000,232000000,151000000,305000000,328000000,347000000,296100000,300000,33000000,46000000,11700000,56300000,20700000,92400000,154800000,218100000,22600000,30100000,21400000,21600000,22700000,21100000,16400000,9800000,10900000,12100000,453200000,119704000,247631000,112831000,115253000,301294000,403145000,309862000,270948000,417065000,315438000,298963000,411840000,241801000,288037000,276701000,45573000,8500000,11453000,7754000,7290000,11927000,18946000,82174000,240366000,273906000,25617000,25795000,2828000,4854000,5823000,1244000,7020000,5104000,9759000,2995000,443113000,388717000,477787000,412212000,66276000,69285000,69738000,72879000,22478000,23322000,22763000,21973000,22697000,5365000,4421000,4550000,7694000,9852000,10664000,7634000,1049000,1480000,1296000,794000,13301000,20569000,18163000,20200000,23800000,35100000,35000000,16300000,30600000,37300000,25900000,24000000,28400000,25400000,31100000,26700000,18600000,14600000,10300000,7600000,12900000,24100000,30400000,9100000,21800000,20900000,23500000,28800000,45400000,47000000,4800000,4700000,4400000,,4400000,200000,2400000,4300000,9100000,2400000,1600000,,,,,,1600000,1800000,,
"			CurrentDebt",347000000,182000000,151000000,305000000,328000000,299000000,296100000,300000,33000000,2300000,11700000,56300000,20700000,92400000,154800000,218100000,22600000,30100000,21400000,21600000,22700000,21100000,16400000,9800000,10900000,12100000,453200000,119704000,247631000,112831000,115253000,301294000,403145000,309862000,270948000,417065000,315438000,298963000,411840000,241801000,288037000,276701000,45573000,8500000,11453000,7754000,7290000,11927000,18946000,82174000,240366000,273906000,25617000,25795000,2828000,4854000,5823000,1244000,7020000,5104000,9759000,2995000,443113000,388717000,477787000,412212000,66276000,69285000,69738000,72879000,22478000,23322000,22763000,21973000,22697000,5365000,4421000,4550000,7694000,9852000,10664000,7634000,1049000,1480000,1296000,794000,13301000,20569000,18163000,20200000,23800000,35100000,35000000,16300000,30600000,37300000,25900000,24000000,28400000,25400000,31100000,26700000,18600000,14600000,10300000,7600000,12900000,24100000,30400000,9100000,21800000,20900000,23500000,28800000,45400000,47000000,4800000,4700000,4400000,,4400000,200000,2400000,4300000,9100000,2400000,1600000,,,,,,1600000,1800000,,
"				CurrentNotesPayable",347000000,,,,,,,,,,,,,,,,,,21400000,,,,,,,,,,,,,,,309862000,,,,,411840000,241801000,288037000,276701000,45573000,8500000,11453000,7754000,7290000,11927000,18946000,82174000,240366000,273906000,25617000,25795000,2828000,4854000,5823000,1244000,7020000,5104000,9759000,2995000,443113000,388717000,477787000,412212000,66276000,69285000,69738000,72879000,22478000,23322000,22763000,21973000,22697000,5365000,4421000,4550000,,,10664000,,1049000,1480000,1296000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"				OtherCurrentBorrowings",,182000000,,,,299000000,,,,2300000,,,,92400000,,,,30100000,0,,,21100000,,,,12100000,,,,112831000,,,,309862000,,,,298963000,,,,,,,,,,,,,0,,,,0,,,,,0,,0,,,,0,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"			CurrentCapitalLeaseObligation",,50000000,,,,48000000,,,,43700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		CurrentDeferredLiabilities",,51000000,,,,41000000,,,,29200000,,,,29300000,,,,8900000,,,,14100000,,,,2200000,,,,3482000,,,,4922000,,,,5514000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"			CurrentDeferredRevenue",,51000000,,,,41000000,,,,29200000,,,,29300000,,,,8900000,,,,14100000,,,,2200000,,,,3482000,,,,4922000,,,,5514000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		OtherCurrentLiabilities",,3000000,,,,32000000,,,,2800000,,,,2800000,,,,17400000,0,,,2700000,,,,11000000,,,,9523000,,,,54367000,,,,144195000,,,,,,,,,,,,,0,,,,31325000,31251000,29920000,39441000,34407000,27397000,17685000,47291000,76097000,86949000,68477000,86859000,57652000,61475000,65546000,60387000,55518000,46821000,63546000,56689000,131699000,120230000,114389000,103787000,111728000,106089000,96432000,86622000,46782000,36015000,40462000,121580000,129638000,121068000,121336000,115500000,129700000,126200000,125600000,135400000,128600000,120200000,107600000,106400000,30900000,29000000,33300000,82800000,30800000,33100000,36400000,84300000,15600000,20300000,22800000,62300000,21900000,19200000,11600000,54100000,14400000,13000000,15000000,15100000,15800000,11300000,8200000,5300000,5700000,5100000,4900000,5900000,7000000,1800000,1800000,2100000,2200000,2300000,900000,1000000,,
"	TotalNonCurrentLiabilitiesNetMinorityInterest",2951000000,2991000000,3037000000,3050000000,2995000000,3055000000,2955400000,3195800000,2476700000,2512500000,2438800000,2511600000,2624400000,2540700000,2534800000,2564200000,2772200000,2792100000,2860800000,2822100000,2682900000,2759200000,2825100000,2413300000,2442800000,1587500000,1187300000,1567494000,1548745000,1674475000,1653248000,1591290000,1597389000,1703668000,1753400000,1695972000,1806569000,1795074000,1875835000,2133554000,2173603000,2147174000,2430608000,1144984000,1092539000,987948000,966688000,733483000,776694000,736418000,561006000,503864000,737485000,882716000,736490000,1058120000,1097720000,846756000,838584000,698760000,691514000,595860000,517716000,599927000,354228000,424327000,845521000,830603000,868594000,948965000,989679000,973472000,978653000,985416000,889739000,945330000,920179000,884101000,866423000,875186000,843041000,829678000,414325000,412015000,349449000,173546000,176317000,187143000,199879000,212000000,235700000,248300000,260500000,284400000,256600000,249700000,189300000,177200000,188700000,197200000,205300000,154600000,181200000,191800000,203800000,154700000,176800000,186300000,100900000,78400000,111000000,126200000,138400000,155100000,237900000,242300000,16400000,18400000,16100000,15900000,15900000,14500000,26100000,31300000,27400000,42900000,42800000,900000,6400000,7400000,7700000,7700000,800000,1100000,4000000,4000000
"		LongTermDebtAndCapitalLeaseObligation",2029000000,2058000000,2064000000,2085000000,2048000000,2108000000,2035400000,2283700000,1529500000,1552600000,1522400000,1560600000,1670600000,1564900000,1574800000,1586600000,1645500000,1611600000,1600700000,1587300000,1528100000,1511100000,1569800000,1171800000,1169100000,1141000000,701900000,1077779000,1078823000,1152882000,1165566000,1065881000,1065463000,1166178000,1164794000,1123792000,1207722000,1222035000,1237244000,1482783000,1481217000,1490010000,1793979000,654873000,652290000,604015000,592376000,462976000,457565000,387151000,154842000,145949000,460842000,423679000,401685000,576649000,586811000,482063000,495668000,397124000,413355000,367161000,329202000,413307000,186861000,270104000,684601000,658077000,700900000,779940000,781960000,771345000,787467000,790202000,783392000,824971000,797627000,769823000,772959000,786179000,726129000,723524000,343153000,340116000,272330000,109500000,112906000,121234000,134162000,145300000,170400000,186100000,197600000,217500000,178600000,171700000,119000000,105500000,115500000,121900000,131200000,75100000,96000000,105700000,121100000,68700000,90100000,93900000,31100000,12800000,49400000,65000000,79300000,95400000,177100000,183300000,7900000,12800000,10000000,10100000,10100000,10100000,21700000,25800000,22000000,37600000,37300000,,5700000,6600000,7000000,7000000,,,3600000,3800000
"			LongTermDebt",1872000000,1913000000,1925000000,1946000000,1923000000,1978000000,1930000000,2182700000,1421200000,1433100000,1403900000,1441300000,1545100000,1564900000,1574800000,1586600000,1645500000,1611600000,1600700000,1587300000,1528100000,1511100000,1569800000,1171800000,1169100000,1141000000,701900000,1077779000,1078823000,1152882000,1165566000,1065881000,1065463000,1166178000,1164794000,1123792000,1207722000,1222035000,1237244000,1482783000,1481217000,1490010000,1793979000,654873000,652290000,604015000,592376000,462976000,457565000,387151000,154842000,145949000,460842000,423679000,401685000,576649000,586811000,482063000,495668000,397124000,413355000,367161000,329202000,413307000,186861000,270104000,684601000,658077000,700900000,779940000,781960000,771345000,787467000,790202000,783392000,824971000,797627000,769823000,772959000,786179000,726129000,723524000,343153000,340116000,272330000,109500000,112906000,121234000,134162000,145300000,170400000,186100000,197600000,217500000,178600000,171700000,119000000,105500000,115500000,121900000,131200000,75100000,96000000,105700000,121100000,68700000,90100000,93900000,31100000,12800000,49400000,65000000,79300000,95400000,177100000,183300000,7900000,12800000,10000000,10100000,10100000,10100000,21700000,25800000,22000000,37600000,37300000,,5700000,6600000,7000000,7000000,,,3600000,3800000
"			LongTermCapitalLeaseObligation",157000000,145000000,139000000,139000000,125000000,130000000,105400000,101000000,108300000,119500000,118500000,119300000,125500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		NonCurrentDeferredLiabilities",406000000,408000000,413000000,415000000,411000000,393000000,423100000,439200000,464700000,479600000,500700000,519800000,535100000,552800000,513700000,538000000,641400000,718000000,818200000,802400000,753200000,848600000,854500000,849800000,875500000,160300000,152900000,155587000,150470000,165551000,215482000,231005000,236269000,238394000,226668000,218624000,226100000,232641000,319834000,334673000,321362000,249822000,242162000,81324000,79963000,72489000,74238000,73779000,70166000,72524000,77838000,70508000,59031000,69049000,63187000,69727000,68000000,60547000,51717000,56716000,44601000,53192000,43972000,37124000,43757000,42912000,55794000,64381000,56338000,58196000,66993000,67184000,47792000,51241000,14630000,27038000,30707000,27039000,21469000,12620000,33172000,32526000,22817000,25257000,30871000,16820000,19181000,20013000,20789000,20200000,15700000,15400000,17700000,18800000,30200000,28700000,26700000,27600000,27300000,29200000,28300000,30000000,33200000,34600000,34900000,38900000,41900000,46600000,,24700000,,,,22700000,,,4400000,1800000,1900000,1800000,1900000,1600000,1600000,2700000,2700000,2500000,2800000,900000,800000,800000,800000,800000,800000,700000,,
"			NonCurrentDeferredTaxesLiabilities",406000000,408000000,413000000,415000000,411000000,393000000,423100000,439200000,464700000,479600000,500700000,519800000,535100000,552800000,513700000,538000000,641400000,718000000,818200000,802400000,753200000,848600000,854500000,849800000,875500000,160300000,152900000,155587000,150470000,165551000,215482000,231005000,236269000,238394000,226668000,218624000,226100000,232641000,319834000,334673000,321362000,249822000,242162000,81324000,79963000,72489000,74238000,73779000,70166000,72524000,77838000,70508000,59031000,69049000,63187000,69727000,68000000,60547000,51717000,56716000,44601000,53192000,43972000,37124000,43757000,42912000,55794000,64381000,56338000,58196000,66993000,67184000,47792000,51241000,14630000,27038000,30707000,27039000,21469000,12620000,33172000,32526000,22817000,25257000,30871000,16820000,19181000,20013000,20789000,20200000,15700000,15400000,17700000,18800000,30200000,28700000,26700000,27600000,27300000,29200000,28300000,30000000,33200000,34600000,34900000,38900000,41900000,46600000,,24700000,,,,22700000,,,4400000,1800000,1900000,1800000,1900000,1600000,1600000,2700000,2700000,2500000,2800000,900000,800000,800000,800000,800000,800000,700000,,
"		OtherNonCurrentLiabilities",516000000,525000000,560000000,550000000,536000000,554000000,496900000,472900000,482500000,480300000,415700000,431200000,418700000,423000000,446300000,439600000,485300000,462500000,441900000,432400000,401600000,399500000,400800000,391700000,398200000,286200000,332500000,334128000,319452000,356042000,272200000,294404000,295657000,299096000,361938000,353556000,372747000,340398000,318757000,316098000,371024000,407342000,394467000,408787000,360286000,311444000,300074000,196728000,248963000,276743000,328326000,287407000,217612000,389988000,271618000,411744000,442909000,304146000,291199000,244920000,233558000,175507000,144542000,149496000,123610000,111311000,105126000,108145000,111356000,110829000,140726000,134943000,143394000,143973000,91717000,93321000,91845000,87239000,71995000,76387000,83740000,73628000,48355000,46642000,46248000,47226000,44230000,45896000,44928000,46500000,49600000,46800000,45200000,48100000,47800000,49300000,43600000,44100000,45900000,46100000,45800000,49500000,52000000,51500000,47800000,47100000,44800000,45800000,69800000,40900000,61600000,61200000,59100000,37000000,60800000,59000000,4100000,3800000,4200000,4000000,3900000,2800000,2800000,2800000,2700000,2800000,2700000,0,-100000,,-100000,-100000,,400000,400000,200000
